STATUS | wrapper  | 2015/06/05 09:57:48 | --> Wrapper Started as Console
INFO   | jvm 1    | 2015/06/06 01:11:02 | 前端数据 已处理/错误/处理速度 2625/0/0每分钟
INFO   | jvm 1    | 2015/06/06 01:11:02 | 内存情况 已用内存/可用内存/最大内存 17.53 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:16:02 | 前端数据 已处理/错误/处理速度 2627/0/0每分钟
INFO   | jvm 1    | 2015/06/06 01:16:02 | 内存情况 已用内存/可用内存/最大内存 23.05 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:21:02 | 前端数据 已处理/错误/处理速度 2631/0/0每分钟
INFO   | jvm 1    | 2015/06/06 01:21:02 | 内存情况 已用内存/可用内存/最大内存 22.09 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:26:02 | 前端数据 已处理/错误/处理速度 2636/0/1每分钟
INFO   | jvm 1    | 2015/06/06 01:26:02 | 内存情况 已用内存/可用内存/最大内存 22.06 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:31:02 | 前端数据 已处理/错误/处理速度 2638/0/0每分钟
INFO   | jvm 1    | 2015/06/06 01:31:02 | 内存情况 已用内存/可用内存/最大内存 19.59 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:36:02 | 前端数据 已处理/错误/处理速度 2641/0/0每分钟
INFO   | jvm 1    | 2015/06/06 01:36:02 | 内存情况 已用内存/可用内存/最大内存 18.06 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:41:02 | 前端数据 已处理/错误/处理速度 2649/0/1每分钟
INFO   | jvm 1    | 2015/06/06 01:41:02 | 内存情况 已用内存/可用内存/最大内存 20.26 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:46:02 | 前端数据 已处理/错误/处理速度 2660/0/2每分钟
INFO   | jvm 1    | 2015/06/06 01:46:02 | 内存情况 已用内存/可用内存/最大内存 24.67 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:51:02 | 前端数据 已处理/错误/处理速度 2665/0/1每分钟
INFO   | jvm 1    | 2015/06/06 01:51:02 | 内存情况 已用内存/可用内存/最大内存 24.63 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 01:56:02 | 前端数据 已处理/错误/处理速度 2679/0/2每分钟
INFO   | jvm 1    | 2015/06/06 01:56:02 | 内存情况 已用内存/可用内存/最大内存 23.61 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:01:02 | 前端数据 已处理/错误/处理速度 2686/0/1每分钟
INFO   | jvm 1    | 2015/06/06 02:01:02 | 内存情况 已用内存/可用内存/最大内存 17.11 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:06:02 | 前端数据 已处理/错误/处理速度 2699/0/2每分钟
INFO   | jvm 1    | 2015/06/06 02:06:02 | 内存情况 已用内存/可用内存/最大内存 23.23 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:11:02 | 前端数据 已处理/错误/处理速度 2718/0/3每分钟
INFO   | jvm 1    | 2015/06/06 02:11:02 | 内存情况 已用内存/可用内存/最大内存 18.14 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:16:02 | 前端数据 已处理/错误/处理速度 2738/0/4每分钟
INFO   | jvm 1    | 2015/06/06 02:16:02 | 内存情况 已用内存/可用内存/最大内存 21.69 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:21:02 | 前端数据 已处理/错误/处理速度 2748/0/2每分钟
INFO   | jvm 1    | 2015/06/06 02:21:02 | 内存情况 已用内存/可用内存/最大内存 17.48 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:26:02 | 前端数据 已处理/错误/处理速度 2765/0/3每分钟
INFO   | jvm 1    | 2015/06/06 02:26:02 | 内存情况 已用内存/可用内存/最大内存 18.73 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:31:02 | 前端数据 已处理/错误/处理速度 2785/0/4每分钟
INFO   | jvm 1    | 2015/06/06 02:31:02 | 内存情况 已用内存/可用内存/最大内存 22.19 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:36:02 | 前端数据 已处理/错误/处理速度 2802/0/3每分钟
INFO   | jvm 1    | 2015/06/06 02:36:02 | 内存情况 已用内存/可用内存/最大内存 23.50 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:41:02 | 前端数据 已处理/错误/处理速度 2818/0/3每分钟
INFO   | jvm 1    | 2015/06/06 02:41:02 | 内存情况 已用内存/可用内存/最大内存 23.96 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:46:02 | 前端数据 已处理/错误/处理速度 2832/0/2每分钟
INFO   | jvm 1    | 2015/06/06 02:46:02 | 内存情况 已用内存/可用内存/最大内存 22.85 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:51:02 | 前端数据 已处理/错误/处理速度 2839/0/1每分钟
INFO   | jvm 1    | 2015/06/06 02:51:02 | 内存情况 已用内存/可用内存/最大内存 24.26 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 02:56:02 | 前端数据 已处理/错误/处理速度 2849/0/2每分钟
INFO   | jvm 1    | 2015/06/06 02:56:02 | 内存情况 已用内存/可用内存/最大内存 20.13 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:01:02 | 前端数据 已处理/错误/处理速度 2856/0/1每分钟
INFO   | jvm 1    | 2015/06/06 03:01:02 | 内存情况 已用内存/可用内存/最大内存 21.45 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:06:02 | 前端数据 已处理/错误/处理速度 2871/0/3每分钟
INFO   | jvm 1    | 2015/06/06 03:06:02 | 内存情况 已用内存/可用内存/最大内存 21.19 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:11:02 | 前端数据 已处理/错误/处理速度 2880/0/1每分钟
INFO   | jvm 1    | 2015/06/06 03:11:02 | 内存情况 已用内存/可用内存/最大内存 24.15 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:16:02 | 前端数据 已处理/错误/处理速度 2890/0/2每分钟
INFO   | jvm 1    | 2015/06/06 03:16:02 | 内存情况 已用内存/可用内存/最大内存 20.09 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:21:02 | 前端数据 已处理/错误/处理速度 2898/0/1每分钟
INFO   | jvm 1    | 2015/06/06 03:21:02 | 内存情况 已用内存/可用内存/最大内存 22.23 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:26:02 | 前端数据 已处理/错误/处理速度 2901/0/0每分钟
INFO   | jvm 1    | 2015/06/06 03:26:02 | 内存情况 已用内存/可用内存/最大内存 20.46 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:31:02 | 前端数据 已处理/错误/处理速度 2906/0/1每分钟
INFO   | jvm 1    | 2015/06/06 03:31:02 | 内存情况 已用内存/可用内存/最大内存 20.41 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:36:02 | 前端数据 已处理/错误/处理速度 2911/0/1每分钟
INFO   | jvm 1    | 2015/06/06 03:36:02 | 内存情况 已用内存/可用内存/最大内存 20.28 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:41:02 | 前端数据 已处理/错误/处理速度 2915/0/0每分钟
INFO   | jvm 1    | 2015/06/06 03:41:02 | 内存情况 已用内存/可用内存/最大内存 19.32 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:46:02 | 前端数据 已处理/错误/处理速度 2926/0/2每分钟
INFO   | jvm 1    | 2015/06/06 03:46:02 | 内存情况 已用内存/可用内存/最大内存 23.91 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:51:02 | 前端数据 已处理/错误/处理速度 2937/0/2每分钟
INFO   | jvm 1    | 2015/06/06 03:51:02 | 内存情况 已用内存/可用内存/最大内存 20.54 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 03:56:02 | 前端数据 已处理/错误/处理速度 2945/0/1每分钟
INFO   | jvm 1    | 2015/06/06 03:56:02 | 内存情况 已用内存/可用内存/最大内存 22.68 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:01:02 | 前端数据 已处理/错误/处理速度 2953/0/1每分钟
INFO   | jvm 1    | 2015/06/06 04:01:02 | 内存情况 已用内存/可用内存/最大内存 24.84 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:06:02 | 前端数据 已处理/错误/处理速度 2957/0/0每分钟
INFO   | jvm 1    | 2015/06/06 04:06:02 | 内存情况 已用内存/可用内存/最大内存 24.06 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:11:02 | 前端数据 已处理/错误/处理速度 2966/0/1每分钟
INFO   | jvm 1    | 2015/06/06 04:11:02 | 内存情况 已用内存/可用内存/最大内存 19.11 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:16:02 | 前端数据 已处理/错误/处理速度 2979/0/2每分钟
INFO   | jvm 1    | 2015/06/06 04:16:02 | 内存情况 已用内存/可用内存/最大内存 17.29 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:21:02 | 前端数据 已处理/错误/处理速度 2981/0/0每分钟
INFO   | jvm 1    | 2015/06/06 04:21:02 | 内存情况 已用内存/可用内存/最大内存 22.70 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:26:02 | 前端数据 已处理/错误/处理速度 2991/0/2每分钟
INFO   | jvm 1    | 2015/06/06 04:26:02 | 内存情况 已用内存/可用内存/最大内存 18.59 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:31:02 | 前端数据 已处理/错误/处理速度 3002/0/2每分钟
INFO   | jvm 1    | 2015/06/06 04:31:02 | 内存情况 已用内存/可用内存/最大内存 23.12 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:36:02 | 前端数据 已处理/错误/处理速度 3011/0/1每分钟
INFO   | jvm 1    | 2015/06/06 04:36:02 | 内存情况 已用内存/可用内存/最大内存 18.23 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:41:02 | 前端数据 已处理/错误/处理速度 3018/0/1每分钟
INFO   | jvm 1    | 2015/06/06 04:41:02 | 内存情况 已用内存/可用内存/最大内存 19.55 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:46:02 | 前端数据 已处理/错误/处理速度 3025/0/1每分钟
INFO   | jvm 1    | 2015/06/06 04:46:02 | 内存情况 已用内存/可用内存/最大内存 20.98 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:51:02 | 前端数据 已处理/错误/处理速度 3033/0/1每分钟
INFO   | jvm 1    | 2015/06/06 04:51:02 | 内存情况 已用内存/可用内存/最大内存 23.16 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 04:56:02 | 前端数据 已处理/错误/处理速度 3035/0/0每分钟
INFO   | jvm 1    | 2015/06/06 04:56:02 | 内存情况 已用内存/可用内存/最大内存 20.74 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:01:02 | 前端数据 已处理/错误/处理速度 3041/0/1每分钟
INFO   | jvm 1    | 2015/06/06 05:01:02 | 内存情况 已用内存/可用内存/最大内存 21.32 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:06:02 | 前端数据 已处理/错误/处理速度 3045/0/0每分钟
INFO   | jvm 1    | 2015/06/06 05:06:02 | 内存情况 已用内存/可用内存/最大内存 20.41 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:11:02 | 前端数据 已处理/错误/处理速度 3055/0/2每分钟
INFO   | jvm 1    | 2015/06/06 05:11:02 | 内存情况 已用内存/可用内存/最大内存 24.18 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:16:02 | 前端数据 已处理/错误/处理速度 3056/0/0每分钟
INFO   | jvm 1    | 2015/06/06 05:16:02 | 内存情况 已用内存/可用内存/最大内存 20.93 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:21:02 | 前端数据 已处理/错误/处理速度 3061/0/1每分钟
INFO   | jvm 1    | 2015/06/06 05:21:02 | 内存情况 已用内存/可用内存/最大内存 20.76 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:26:02 | 前端数据 已处理/错误/处理速度 3068/0/1每分钟
INFO   | jvm 1    | 2015/06/06 05:26:02 | 内存情况 已用内存/可用内存/最大内存 22.20 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:31:02 | 前端数据 已处理/错误/处理速度 3075/0/1每分钟
INFO   | jvm 1    | 2015/06/06 05:31:02 | 内存情况 已用内存/可用内存/最大内存 23.69 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:36:02 | 前端数据 已处理/错误/处理速度 3089/0/2每分钟
INFO   | jvm 1    | 2015/06/06 05:36:02 | 内存情况 已用内存/可用内存/最大内存 22.61 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:41:02 | 前端数据 已处理/错误/处理速度 3096/0/1每分钟
INFO   | jvm 1    | 2015/06/06 05:41:02 | 内存情况 已用内存/可用内存/最大内存 24.04 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:46:02 | 前端数据 已处理/错误/处理速度 3105/0/1每分钟
INFO   | jvm 1    | 2015/06/06 05:46:02 | 内存情况 已用内存/可用内存/最大内存 19.12 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:51:02 | 前端数据 已处理/错误/处理速度 3118/0/2每分钟
INFO   | jvm 1    | 2015/06/06 05:51:02 | 内存情况 已用内存/可用内存/最大内存 17.21 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 05:56:02 | 前端数据 已处理/错误/处理速度 3124/0/1每分钟
INFO   | jvm 1    | 2015/06/06 05:56:02 | 内存情况 已用内存/可用内存/最大内存 18.01 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:01:02 | 前端数据 已处理/错误/处理速度 3137/0/2每分钟
INFO   | jvm 1    | 2015/06/06 06:01:02 | 内存情况 已用内存/可用内存/最大内存 23.94 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:06:02 | 前端数据 已处理/错误/处理速度 3145/0/1每分钟
INFO   | jvm 1    | 2015/06/06 06:06:02 | 内存情况 已用内存/可用内存/最大内存 18.29 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:11:02 | 前端数据 已处理/错误/处理速度 3153/0/1每分钟
INFO   | jvm 1    | 2015/06/06 06:11:02 | 内存情况 已用内存/可用内存/最大内存 20.52 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:16:02 | 前端数据 已处理/错误/处理速度 3162/0/1每分钟
INFO   | jvm 1    | 2015/06/06 06:16:02 | 内存情况 已用内存/可用内存/最大内存 23.46 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:21:02 | 前端数据 已处理/错误/处理速度 3168/0/1每分钟
INFO   | jvm 1    | 2015/06/06 06:21:02 | 内存情况 已用内存/可用内存/最大内存 24.12 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:26:02 | 前端数据 已处理/错误/处理速度 3177/0/1每分钟
INFO   | jvm 1    | 2015/06/06 06:26:02 | 内存情况 已用内存/可用内存/最大内存 19.19 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:31:02 | 前端数据 已处理/错误/处理速度 3180/0/0每分钟
INFO   | jvm 1    | 2015/06/06 06:31:02 | 内存情况 已用内存/可用内存/最大内存 17.46 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:36:02 | 前端数据 已处理/错误/处理速度 3192/0/2每分钟
INFO   | jvm 1    | 2015/06/06 06:36:02 | 内存情况 已用内存/可用内存/最大内存 22.84 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:41:02 | 前端数据 已处理/错误/处理速度 3204/0/2每分钟
INFO   | jvm 1    | 2015/06/06 06:41:02 | 内存情况 已用内存/可用内存/最大内存 20.22 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:46:02 | 前端数据 已处理/错误/处理速度 3212/0/1每分钟
INFO   | jvm 1    | 2015/06/06 06:46:02 | 内存情况 已用内存/可用内存/最大内存 22.51 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:51:02 | 前端数据 已处理/错误/处理速度 3228/0/3每分钟
INFO   | jvm 1    | 2015/06/06 06:51:02 | 内存情况 已用内存/可用内存/最大内存 22.95 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 06:56:02 | 前端数据 已处理/错误/处理速度 3237/0/1每分钟
INFO   | jvm 1    | 2015/06/06 06:56:02 | 内存情况 已用内存/可用内存/最大内存 18.02 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:01:02 | 前端数据 已处理/错误/处理速度 3252/0/3每分钟
INFO   | jvm 1    | 2015/06/06 07:01:02 | 内存情况 已用内存/可用内存/最大内存 17.72 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:06:02 | 前端数据 已处理/错误/处理速度 3265/0/2每分钟
INFO   | jvm 1    | 2015/06/06 07:06:02 | 内存情况 已用内存/可用内存/最大内存 23.77 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:11:02 | 前端数据 已处理/错误/处理速度 3282/0/3每分钟
INFO   | jvm 1    | 2015/06/06 07:11:02 | 内存情况 已用内存/可用内存/最大内存 17.19 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:16:02 | 前端数据 已处理/错误/处理速度 3291/0/1每分钟
INFO   | jvm 1    | 2015/06/06 07:16:02 | 内存情况 已用内存/可用内存/最大内存 20.02 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:21:02 | 前端数据 已处理/错误/处理速度 3297/0/1每分钟
INFO   | jvm 1    | 2015/06/06 07:21:02 | 内存情况 已用内存/可用内存/最大内存 20.66 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:26:02 | 前端数据 已处理/错误/处理速度 3321/0/4每分钟
INFO   | jvm 1    | 2015/06/06 07:26:02 | 内存情况 已用内存/可用内存/最大内存 19.47 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:31:02 | 前端数据 已处理/错误/处理速度 3333/0/2每分钟
INFO   | jvm 1    | 2015/06/06 07:31:02 | 内存情况 已用内存/可用内存/最大内存 24.72 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:36:02 | 前端数据 已处理/错误/处理速度 3344/0/2每分钟
INFO   | jvm 1    | 2015/06/06 07:36:02 | 内存情况 已用内存/可用内存/最大内存 21.30 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:41:03 | 前端数据 已处理/错误/处理速度 3360/0/3每分钟
INFO   | jvm 1    | 2015/06/06 07:41:03 | 内存情况 已用内存/可用内存/最大内存 21.82 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:46:02 | 前端数据 已处理/错误/处理速度 3383/0/4每分钟
INFO   | jvm 1    | 2015/06/06 07:46:02 | 内存情况 已用内存/可用内存/最大内存 19.65 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:51:02 | 前端数据 已处理/错误/处理速度 3393/0/2每分钟
INFO   | jvm 1    | 2015/06/06 07:51:02 | 内存情况 已用内存/可用内存/最大内存 23.48 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 07:56:02 | 前端数据 已处理/错误/处理速度 3407/0/2每分钟
INFO   | jvm 1    | 2015/06/06 07:56:02 | 内存情况 已用内存/可用内存/最大内存 22.45 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:01:03 | 前端数据 已处理/错误/处理速度 3432/0/5每分钟
INFO   | jvm 1    | 2015/06/06 08:01:03 | 内存情况 已用内存/可用内存/最大内存 21.94 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:06:03 | 前端数据 已处理/错误/处理速度 3452/0/4每分钟
INFO   | jvm 1    | 2015/06/06 08:06:03 | 内存情况 已用内存/可用内存/最大内存 17.64 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:11:02 | 前端数据 已处理/错误/处理速度 3469/0/3每分钟
INFO   | jvm 1    | 2015/06/06 08:11:02 | 内存情况 已用内存/可用内存/最大内存 18.92 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:16:02 | 前端数据 已处理/错误/处理速度 3488/0/3每分钟
INFO   | jvm 1    | 2015/06/06 08:16:02 | 内存情况 已用内存/可用内存/最大内存 21.70 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:21:03 | 前端数据 已处理/错误/处理速度 3513/0/5每分钟
INFO   | jvm 1    | 2015/06/06 08:21:03 | 内存情况 已用内存/可用内存/最大内存 21.28 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:26:03 | 前端数据 已处理/错误/处理速度 3533/0/4每分钟
INFO   | jvm 1    | 2015/06/06 08:26:03 | 内存情况 已用内存/可用内存/最大内存 24.79 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:31:02 | 前端数据 已处理/错误/处理速度 3555/0/4每分钟
INFO   | jvm 1    | 2015/06/06 08:31:02 | 内存情况 已用内存/可用内存/最大内存 22.04 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:36:02 | 前端数据 已处理/错误/处理速度 3570/0/3每分钟
INFO   | jvm 1    | 2015/06/06 08:36:02 | 内存情况 已用内存/可用内存/最大内存 21.80 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:41:03 | 前端数据 已处理/错误/处理速度 3602/0/6每分钟
INFO   | jvm 1    | 2015/06/06 08:41:03 | 内存情况 已用内存/可用内存/最大内存 18.81 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:46:03 | 前端数据 已处理/错误/处理速度 3616/0/2每分钟
INFO   | jvm 1    | 2015/06/06 08:46:03 | 内存情况 已用内存/可用内存/最大内存 17.71 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:51:02 | 前端数据 已处理/错误/处理速度 3636/0/4每分钟
INFO   | jvm 1    | 2015/06/06 08:51:02 | 内存情况 已用内存/可用内存/最大内存 21.37 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 08:56:03 | 前端数据 已处理/错误/处理速度 3663/0/5每分钟
INFO   | jvm 1    | 2015/06/06 08:56:03 | 内存情况 已用内存/可用内存/最大内存 22.34 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:01:03 | 前端数据 已处理/错误/处理速度 3688/0/5每分钟
INFO   | jvm 1    | 2015/06/06 09:01:03 | 内存情况 已用内存/可用内存/最大内存 21.92 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:06:03 | 前端数据 已处理/错误/处理速度 3727/0/7每分钟
INFO   | jvm 1    | 2015/06/06 09:06:03 | 内存情况 已用内存/可用内存/最大内存 24.25 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:11:02 | 前端数据 已处理/错误/处理速度 3753/0/5每分钟
INFO   | jvm 1    | 2015/06/06 09:11:02 | 内存情况 已用内存/可用内存/最大内存 24.51 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:16:03 | 前端数据 已处理/错误/处理速度 3779/0/5每分钟
INFO   | jvm 1    | 2015/06/06 09:16:03 | 内存情况 已用内存/可用内存/最大内存 24.67 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:21:03 | 前端数据 已处理/错误/处理速度 3812/0/6每分钟
INFO   | jvm 1    | 2015/06/06 09:21:03 | 内存情况 已用内存/可用内存/最大内存 22.39 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:26:03 | 前端数据 已处理/错误/处理速度 3832/0/4每分钟
INFO   | jvm 1    | 2015/06/06 09:26:03 | 内存情况 已用内存/可用内存/最大内存 18.31 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:31:03 | 前端数据 已处理/错误/处理速度 3868/0/7每分钟
INFO   | jvm 1    | 2015/06/06 09:31:03 | 内存情况 已用内存/可用内存/最大内存 18.41 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:36:03 | 前端数据 已处理/错误/处理速度 3911/0/8每分钟
INFO   | jvm 1    | 2015/06/06 09:36:03 | 内存情况 已用内存/可用内存/最大内存 24.07 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:41:03 | 前端数据 已处理/错误/处理速度 3961/0/10每分钟
INFO   | jvm 1    | 2015/06/06 09:41:03 | 内存情况 已用内存/可用内存/最大内存 19.13 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:46:03 | 前端数据 已处理/错误/处理速度 3976/0/3每分钟
INFO   | jvm 1    | 2015/06/06 09:46:03 | 内存情况 已用内存/可用内存/最大内存 18.94 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:51:03 | 前端数据 已处理/错误/处理速度 4000/0/4每分钟
INFO   | jvm 1    | 2015/06/06 09:51:03 | 内存情况 已用内存/可用内存/最大内存 17.66 MB/127.06 MB/508.06 MB
INFO   | jvm 1    | 2015/06/06 09:56
